[0.000000] (-) TimerEvent: {}
[0.000397] (-) JobUnselected: {'identifier': 'examples_rclcpp_async_client'}
[0.000464] (-) JobUnselected: {'identifier': 'examples_rclcpp_cbg_executor'}
[0.000500] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_action_client'}
[0.000531] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_action_server'}
[0.000560] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_client'}
[0.000589] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_composition'}
[0.000616] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_publisher'}
[0.000644] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_service'}
[0.000671] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_subscriber'}
[0.000698] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_timer'}
[0.000726] (-) JobUnselected: {'identifier': 'examples_rclcpp_multithreaded_executor'}
[0.000753] (-) JobUnselected: {'identifier': 'examples_rclcpp_wait_set'}
[0.000780] (-) JobUnselected: {'identifier': 'examples_rclpy_executors'}
[0.000806] (-) JobUnselected: {'identifier': 'examples_rclpy_guard_conditions'}
[0.000834] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_action_client'}
[0.000860] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_action_server'}
[0.000888] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_client'}
[0.000916] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_publisher'}
[0.000942] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_service'}
[0.000970] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_subscriber'}
[0.000998] (-) JobUnselected: {'identifier': 'examples_rclpy_pointcloud_publisher'}
[0.001024] (-) JobUnselected: {'identifier': 'intro_interfaces'}
[0.001066] (-) JobUnselected: {'identifier': 'launch_testing_examples'}
[0.001093] (-) JobUnselected: {'identifier': 'turtle_test'}
[0.001122] (-) EventReactorShutdown: {}
